id,clinic_id,vet_id,pet_id,monitorable_type,monitorable_id,file_id,field_id,value,measurement_unit_id,created_at,updated_at,metadata
7749103,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,544,,,2021-10-18 11:38:19.0,2021-12-23 01:25:52.0,
7749106,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,542,,,2021-10-18 11:38:25.0,2021-12-23 01:25:52.0,
7749138,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,289,Negativ,,2021-10-18 11:40:14.0,2021-12-23 01:25:52.0,
7749144,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,314,Abdomen LL,,2021-10-18 11:41:59.0,2021-12-23 01:25:52.0,
7749145,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,315,Decubit lateral dreapta,,2021-10-18 11:42:39.0,2021-12-23 01:25:52.0,
7749167,693,1432,1042218,App\Models\NewFileCase,1926370,1926370,316,Formatiune circulara abdominala,,2021-10-18 11:44:34.0,2021-12-23 01:25:52.0,
7749327,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,512,"[""""]",,2021-10-18 11:54:24.0,2022-02-26 19:11:24.0,
7749334,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,1,Nu mai vede bine,,2021-10-18 11:54:49.0,2021-12-23 01:25:52.0,
7749348,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,349,Cataracta bilaterala,,2021-10-18 11:55:49.0,2021-12-23 01:25:52.0,
7749353,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,491,Cataracta bilaterala,,2021-10-18 11:56:34.0,2021-12-23 01:25:52.0,
7749490,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,188,,,2021-10-18 12:08:14.0,2021-12-23 01:25:52.0,
7749492,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,189,40,,2021-10-18 12:08:19.0,2021-12-23 01:25:52.0,
7749498,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,190,3.2,,2021-10-18 12:08:29.0,2021-12-23 01:25:52.0,
7749499,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,191,41,,2021-10-18 12:08:34.0,2021-12-23 01:25:52.0,
7749500,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,192,1345,,2021-10-18 12:08:39.0,2021-12-23 01:25:52.0,
7749502,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,193,1.5,,2021-10-18 12:08:49.0,2021-12-23 01:25:52.0,
7749504,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,194,9.5,,2021-10-18 12:08:54.0,2021-12-23 01:25:52.0,
7749505,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,197,10,,2021-10-18 12:08:59.0,2021-12-23 01:25:52.0,
7749507,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,198,114,,2021-10-18 12:09:04.0,2021-12-23 01:25:52.0,
7749509,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,199,084,,2021-10-18 12:09:19.0,2021-12-23 01:25:52.0,
7749512,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,203,0.4,,2021-10-18 12:09:29.0,2021-12-23 01:25:52.0,
7749513,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,205,5.5,,2021-10-18 12:09:34.0,2021-12-23 01:25:52.0,
7749515,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,207,12.4,,2021-10-18 12:09:49.0,2021-12-23 01:25:52.0,
7749517,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,401,>300,,2021-10-18 12:10:04.0,2021-12-23 01:25:52.0,
7749518,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,402,105,,2021-10-18 12:10:09.0,2021-12-23 01:25:52.0,
7749528,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,403,1.4,,2021-10-18 12:10:59.0,2021-12-23 01:25:52.0,
7749535,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,212,16.4,,2021-10-18 12:11:09.0,2021-12-23 01:25:52.0,
7749539,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,214,14.8,,2021-10-18 12:11:19.0,2021-12-23 01:25:52.0,
7749540,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,215,45.1,,2021-10-18 12:11:19.0,2021-12-23 01:25:52.0,
7749545,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,216,521,,2021-10-18 12:11:29.0,2021-12-23 01:25:52.0,
7749549,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,219,32.8,,2021-10-18 12:11:49.0,2021-12-23 01:25:52.0,
7749551,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,225,4.2,,2021-10-18 12:11:59.0,2021-12-23 01:25:52.0,
7749552,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,228,1.39,,2021-10-18 12:12:04.0,2021-12-23 01:25:52.0,
7749553,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,350,1.2,,2021-10-18 12:12:04.0,2021-12-23 01:25:52.0,
7749554,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,351,10.81,,2021-10-18 12:12:19.0,2021-12-23 01:25:52.0,
7749555,693,1432,1042244,App\Models\NewFileCase,1926455,1926455,405,26,,2021-10-18 12:12:24.0,2021-12-23 01:25:52.0,
7824934,693,1432,1053998,App\Models\NewFileCase,1960477,1960477,526,,,2021-10-27 07:02:14.0,2021-12-23 01:25:52.0,
7824935,693,1432,1053998,App\Models\NewFileCase,1960477,1960477,536,Scrotal Approach,,2021-10-27 07:02:19.0,2021-12-23 01:25:52.0,
7824937,693,1432,1053998,App\Models\NewFileCase,1960477,1960477,541,Monocryl,,2021-10-27 07:02:29.0,2021-12-23 01:25:52.0,
7982649,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,189,80,,2021-11-11 10:25:43.0,2021-12-23 01:25:52.0,
7982652,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,190,3.3,,2021-11-11 10:25:48.0,2021-12-23 01:25:52.0,
7982653,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,191,111,,2021-11-11 10:25:58.0,2021-12-23 01:25:52.0,
7982656,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,194,10.8,,2021-11-11 10:26:03.0,2021-12-23 01:25:52.0,
7982664,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,195,231,,2021-11-11 10:26:13.0,2021-12-23 01:25:52.0,
7982675,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,198,116,,2021-11-11 10:26:23.0,2021-12-23 01:25:52.0,
7982684,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,199,0.74,,2021-11-11 10:26:43.0,2021-12-23 01:25:52.0,
7982686,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,205,7.8,,2021-11-11 10:26:48.0,2021-12-23 01:25:52.0,
7982688,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,207,13.4,,2021-11-11 10:26:58.0,2021-12-23 01:25:52.0,
7982689,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,354,4.5,,2021-11-11 10:27:03.0,2021-12-23 01:25:52.0,
7982690,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,368,4.58,,2021-11-11 10:27:13.0,2021-12-23 01:25:52.0,
7982693,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,403,0.7,,2021-11-11 10:27:28.0,2021-12-23 01:25:52.0,
7982694,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,212,10.7,,2021-11-11 10:27:33.0,2021-12-23 01:25:52.0,
7982709,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,214,16.8,,2021-11-11 10:27:38.0,2021-12-23 01:25:52.0,
7982710,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,215,47.3,,2021-11-11 10:27:43.0,2021-12-23 01:25:52.0,
7982711,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,216,454,,2021-11-11 10:27:58.0,2021-12-23 01:25:52.0,
7982712,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,219,35.5,,2021-11-11 10:28:08.0,2021-12-23 01:25:52.0,
7982714,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,225,3.7,,2021-11-11 10:28:35.0,2021-12-23 01:25:52.0,
7982716,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,525,Spay,,2021-11-11 10:28:48.0,2021-12-23 01:25:52.0,
7982718,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,533,Yes,,2021-11-11 10:28:58.0,2021-12-23 01:25:52.0,
7982722,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,541,Other,,2021-11-11 10:29:03.0,2021-12-23 01:25:52.0,
7982728,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,544,,,2021-11-11 10:29:13.0,2021-12-23 01:25:52.0,
7982734,693,1432,1068330,App\Models\NewFileCase,2024677,2024677,527,,,2021-11-11 10:29:28.0,2021-12-23 01:25:52.0,
7985596,693,1432,1065399,App\Models\NewFileCase,2025556,2025556,526,Neuter,,2021-11-11 14:32:26.0,2021-12-23 01:25:52.0,
7985597,693,1432,1065399,App\Models\NewFileCase,2025556,2025556,536,Scrotal Approach,,2021-11-11 14:32:31.0,2021-12-23 01:25:52.0,
7985599,693,1432,1065399,App\Models\NewFileCase,2025556,2025556,541,,,2021-11-11 14:32:41.0,2021-12-23 01:25:52.0,
8014674,693,1432,1071831,App\Models\NewFileCase,2034855,2034855,525,Spay,,2021-11-15 13:11:53.0,2021-12-23 01:25:52.0,
8014679,693,1432,1071831,App\Models\NewFileCase,2034855,2034855,529,Yes,,2021-11-15 13:12:03.0,2021-12-23 01:25:52.0,
8014682,693,1432,1071831,App\Models\NewFileCase,2034855,2034855,541,Other,,2021-11-15 13:12:18.0,2021-12-23 01:25:52.0,
8407659,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,1,Se scarpina excesiv.,,2021-12-14 15:21:09.0,2021-12-23 01:25:52.0,
8407660,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,3,30,1,2021-12-14 15:21:14.0,2024-09-26 22:38:00.0,
8407662,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,4,38.6,3,2021-12-14 15:21:19.0,2024-09-27 21:31:10.0,
8407664,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,6,25,,2021-12-14 15:21:25.0,2021-12-23 01:25:52.0,
8407665,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,5,45,,2021-12-14 15:21:39.0,2021-12-23 01:25:52.0,
8407666,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,2,Buna,,2021-12-14 15:21:49.0,2021-12-23 01:25:52.0,
8407667,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,504,5,,2021-12-14 15:21:49.0,2021-12-23 01:25:52.0,
8407671,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,548,Pink,,2021-12-14 15:22:00.0,2021-12-23 01:25:52.0,
8407672,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,549,Moist,,2021-12-14 15:22:03.0,2021-12-23 01:25:52.0,
8407674,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,546,2 seconds,,2021-12-14 15:22:09.0,2021-12-23 01:25:52.0,
8407675,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,506,Normal,,2021-12-14 15:22:11.0,2021-12-23 01:25:52.0,
8407678,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,505,BAR,,2021-12-14 15:22:17.0,2021-12-23 01:25:52.0,
8407714,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,349,Plagi cutanate prin grataj la nivelul botului si perianal.,,2021-12-14 15:23:10.0,2021-12-23 01:25:52.0,
8407818,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,9,Zone depilate de culoare rosie,,2021-12-14 15:26:24.0,2021-12-23 01:25:52.0,
8407833,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,11,Scazuta,,2021-12-14 15:26:46.0,2021-12-23 01:25:52.0,
8407843,693,1432,1123607,App\Models\NewFileCase,2266825,2266825,21,"Prezent, excesiv",,2021-12-14 15:27:16.0,2021-12-23 01:25:52.0,
8496428,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,1,"Este trist, nu mananca, a vomitat 2 zile.",,2021-12-23 11:25:39.0,2022-01-05 14:56:15.0,
8496430,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,3,4,1,2021-12-23 11:25:48.0,2024-09-26 22:38:00.0,
8496433,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,4,38.5,3,2021-12-23 11:26:00.0,2024-09-27 21:31:10.0,
8496437,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,6,28,,2021-12-23 11:26:09.0,2022-01-05 14:56:15.0,
8496439,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,5,80,,2021-12-23 11:26:18.0,2022-01-05 14:56:15.0,
8496440,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,2,slab,,2021-12-23 11:26:26.0,2022-01-05 14:56:15.0,
8496441,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,504,4,,2021-12-23 11:26:27.0,2022-01-05 14:56:15.0,
8496444,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,548,Pink,,2021-12-23 11:26:39.0,2022-01-05 14:56:15.0,
8496447,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,549,Tacky,,2021-12-23 11:26:48.0,2022-01-05 14:56:15.0,
8496448,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,546,2 seconds,,2021-12-23 11:26:54.0,2022-01-05 14:56:15.0,
8496451,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,506,5% dehydrated,,2021-12-23 11:26:59.0,2022-01-05 14:56:15.0,
8496454,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,505,Depressed,,2021-12-23 11:27:06.0,2022-01-05 14:56:15.0,
8496478,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,137,Lipsa,,2021-12-23 11:28:09.0,2022-01-05 14:56:15.0,
8496480,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,145,Prezenta,,2021-12-23 11:28:16.0,2022-01-05 14:56:15.0,
8496482,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,149,Absente,,2021-12-23 11:28:23.0,2022-01-05 14:56:15.0,
8496488,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,130,Durere prezenta,,2021-12-23 11:28:43.0,2022-01-05 14:56:15.0,
8496498,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,87,Marime si forma nemodificate,,2021-12-23 11:30:06.0,2022-01-05 14:56:15.0,
8496690,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,212,11.10,,2021-12-23 11:43:13.0,2022-01-05 14:56:15.0,
8496692,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,214,18.1,,2021-12-23 11:43:24.0,2022-01-05 14:56:15.0,
8496693,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,215,52,,2021-12-23 11:43:30.0,2022-01-05 14:56:15.0,
8496695,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,216,677,,2021-12-23 11:43:39.0,2022-01-05 14:56:15.0,
8496715,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,219,34.8,,2021-12-23 11:44:04.0,2022-01-05 14:56:15.0,
8496725,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,405,,,2021-12-23 11:44:16.0,2022-01-05 14:56:15.0,
8497595,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,315,Abdominal LL si VD,,2021-12-23 12:49:08.0,2022-01-05 14:56:15.0,
8497597,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,285,Negativ,,2021-12-23 12:49:50.0,2022-01-05 14:56:15.0,
8497598,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,286,Negativ,,2021-12-23 12:49:54.0,2022-01-05 14:56:15.0,
8497599,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,288,Negativ,,2021-12-23 12:50:00.0,2022-01-05 14:56:15.0,
8497600,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,290,Negativ,,2021-12-23 12:50:04.0,2022-01-05 14:56:15.0,
8497601,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,291,Negativ,,2021-12-23 12:50:08.0,2022-01-05 14:56:15.0,
8497606,693,1432,1134687,App\Models\NewFileCase,2296668,2296668,292,Negativ,,2021-12-23 12:50:34.0,2022-01-05 14:56:15.0,
8590021,693,1432,1144155,measurements,41,,3,1.8,1,2022-01-06 10:59:41.0,2022-01-06 10:59:41.0,
8590158,693,1432,1144184,measurements,42,,3,1.6,1,2022-01-06 11:11:42.0,2022-01-06 11:11:42.0,
8591774,693,1432,1051871,measurements,49,,3,4,1,2022-01-06 13:42:46.0,2022-01-06 13:42:46.0,
8591854,693,1432,1144399,measurements,50,,3,5.3,1,2022-01-06 13:48:07.0,2022-01-06 13:48:07.0,
9556363,693,1432,1336575,measurements,1998,,3,4.3,1,2022-03-23 17:25:19.0,2022-03-23 17:25:19.0,
9578089,693,1432,1274238,measurements,2135,,3,5,1,2022-03-25 13:54:28.0,2022-03-25 13:54:28.0,
9578220,693,1432,1045309,measurements,2136,,3,3.5,1,2022-03-25 14:00:28.0,2022-03-25 14:00:28.0,
9593633,693,1432,403715,measurements,2229,,3,4.4,1,2022-03-27 10:07:16.0,2022-03-27 10:07:16.0,
9593639,693,1432,1339503,measurements,2230,,3,0.98,1,2022-03-27 10:10:46.0,2022-03-27 10:10:46.0,
9593829,693,1432,1339503,measurements,2233,,3,1,1,2022-03-27 10:35:47.0,2022-03-27 10:35:47.0,
9623025,693,1432,1054509,measurements,2423,,3,23,1,2022-03-30 08:45:11.0,2022-03-30 08:45:11.0,
9625116,693,1432,1270322,measurements,2438,,3,12.1,1,2022-03-30 12:01:33.0,2022-03-30 12:01:33.0,
9625167,693,1432,1343761,measurements,2440,,3,0.73,1,2022-03-30 12:04:45.0,2022-03-30 12:04:45.0,
9625231,693,1432,1343768,measurements,2442,,3,2,1,2022-03-30 12:08:59.0,2022-03-30 12:08:59.0,
9626861,693,1432,1343885,measurements,2452,,3,7.9,1,2022-03-30 13:44:44.0,2022-03-30 13:44:44.0,
9626867,693,1432,1343885,measurements,2453,,3,7.9,1,2022-03-30 13:45:12.0,2022-03-30 13:45:26.0,
9710514,693,1432,1343885,measurements,2958,,3,8.5,1,2022-04-06 13:26:52.0,2022-04-06 13:26:52.0,
9711817,693,1432,1274272,measurements,2965,,3,3.5,1,2022-04-06 15:06:55.0,2022-04-06 15:06:55.0,
9711847,693,1432,1369375,measurements,2966,,3,4.9,1,2022-04-06 15:09:37.0,2022-04-06 15:09:37.0,
9711936,693,1432,1369381,measurements,2967,,3,39,1,2022-04-06 15:15:18.0,2022-04-06 15:15:18.0,
9712183,693,1432,1369405,measurements,2969,,3,1,1,2022-04-06 15:34:39.0,2022-04-06 15:34:48.0,
9722768,693,1432,1370027,measurements,3023,,3,4,1,2022-04-07 10:29:34.0,2022-04-07 10:29:34.0,
9722824,693,1432,1370031,measurements,3025,,3,4.1,1,2022-04-07 10:34:04.0,2022-04-07 10:34:04.0,
9722882,693,1432,1370034,measurements,3028,,3,3,1,2022-04-07 10:36:05.0,2022-04-07 10:36:05.0,
9839846,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,606,"ABATERE,INAPETENTA,PREZENTA DE CAPUSE PE CORPUL ANIMALULUI",,2022-04-16 10:08:45.0,2022-04-16 10:30:07.0,
9839849,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,3,18,1,2022-04-16 10:08:55.0,2024-09-26 22:38:00.0,
9839854,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,4,38.7,3,2022-04-16 10:09:08.0,2024-09-27 21:31:10.0,
9839862,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,559,,,2022-04-16 10:09:23.0,2022-04-16 10:09:23.0,
9839864,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,504,3,,2022-04-16 10:09:28.0,2022-04-16 10:19:10.0,
9839867,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,560,1,,2022-04-16 10:09:34.0,2022-04-16 10:19:01.0,
9839870,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,548,Pale,,2022-04-16 10:09:45.0,2022-04-16 10:09:45.0,
9839871,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,549,Moist,,2022-04-16 10:09:48.0,2022-04-16 10:11:19.0,
9839872,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,546,,,2022-04-16 10:09:55.0,2022-04-16 10:09:55.0,
9839906,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,362,ABATUT,,2022-04-16 10:11:32.0,2022-04-16 10:11:32.0,
9839907,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,506,5% dehydrated,,2022-04-16 10:11:32.0,2022-04-16 10:18:53.0,
9840039,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,212,1.8,,2022-04-16 10:21:58.0,2022-04-16 10:21:58.0,
9840040,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,213,11.7,,2022-04-16 10:22:06.0,2022-04-16 10:22:06.0,
9840041,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,215,31.8,,2022-04-16 10:22:14.0,2022-04-16 10:22:14.0,
9840042,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,656,36.8,,2022-04-16 10:22:18.0,2022-04-16 10:22:18.0,
9840043,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,214,11.7,,2022-04-16 10:22:29.0,2022-04-16 10:22:29.0,
9840046,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,350,194,,2022-04-16 10:22:35.0,2022-04-16 10:22:35.0,
9840049,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,657,1.5,,2022-04-16 10:23:08.0,2022-04-16 10:23:08.0,
9840051,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,658,77.5,,2022-04-16 10:23:26.0,2022-04-16 10:23:26.0,
9840052,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,216,194,,2022-04-16 10:23:43.0,2022-04-16 10:23:43.0,
9840053,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,667,Positive,,2022-04-16 10:23:44.0,2022-04-16 10:23:47.0,
9840054,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,670,Negative,,2022-04-16 10:23:55.0,2022-04-16 10:23:55.0,
9840056,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,671,Negative,,2022-04-16 10:23:59.0,2022-04-16 10:23:59.0,
9840058,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,672,Negative,,2022-04-16 10:24:05.0,2022-04-16 10:24:05.0,
9840060,693,1432,1488119,App\Models\NewFileCase,3039985,3039985,458,POZITIV,,2022-04-16 10:24:43.0,2022-04-16 10:24:43.0,
